,mgrs_tile,base_url,sensing_time,cloud_cover
730559,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200910T182929_N0209_R027_T11SPB_20200910T221704.SAFE,2020-09-10 18:43:56.742 UTC,0.759
731743,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160527T180302_N0202_R141_T13TDE_20160527T180256.SAFE,2016-05-27 18:02:56 UTC,97.2363
733523,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190502T174911_N0207_R141_T13TDE_20190502T213127.SAFE,2019-05-02 18:02:59 UTC,29.6068
734461,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230831T173909_N0509_R098_T13TDE_20230831T211801.SAFE,2023-08-31 17:53:03.83 UTC,0.390909655158145
735849,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20221214T183801_N0509_R027_T11SPB_20221214T204415.SAFE,2022-12-14 18:43:54.182 UTC,0.492001672514721
736165,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20221215T030131_N0509_R032_T50RKQ_20221215T045206.SAFE,2022-12-15 03:10:31.975 UTC,29.9700797276718
737387,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20201104T183541_N0209_R027_T11SPB_20201104T203551.SAFE,2020-11-04 18:43:59.126 UTC,0.6897
737396,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190529T182929_N0207_R027_T11SPB_20190529T220817.SAFE,2019-05-29 18:44:02 UTC,33.6286
738501,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20210203T025931_N0209_R032_T50RKQ_20210203T050737.SAFE,2021-02-03 03:10:31.997 UTC,28.5425
739190,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20201003T175201_N0209_R141_T13TDE_20201003T214103.SAFE,2020-10-03 18:03:01.245 UTC,1.872
739865,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20200403T173901_N0209_R098_T13TDE_20200403T211839.SAFE,2020-04-03 17:52:55.311 UTC,49.9878
740063,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20200406T174901_N0209_R141_T13TDE_20200406T212838.SAFE,2020-04-06 18:02:52.577 UTC,11.0204
740569,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20160121T031344_N0201_R032_T50RKQ_20160121T140814.SAFE,2016-01-21 03:13:44.992 UTC,99.0
745806,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190201T175551_N0207_R141_T13TDE_20190201T212159.SAFE,2019-02-01 18:02:52 UTC,7.2452
748777,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160814T183312_N0204_R127_T11SPB_20160814T183312.SAFE,2016-08-14 18:33:12.463 UTC,0.9056
749607,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180206T175521_N0206_R141_T13TDE_20180206T212150.SAFE,2018-02-06 17:58:03.41 UTC,50.9537
750022,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20181113T175601_N0207_R141_T13TDE_20181113T212043.SAFE,2018-11-13 18:02:50.03 UTC,9.5446
750888,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20181103T175511_N0206_R141_T13TDE_20181103T212350.SAFE,2018-11-03 18:00:08.91 UTC,62.0287
753613,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20220602T173911_N0400_R098_T13TDE_20220602T224011.SAFE,2022-06-02 17:53:06.985 UTC,7.28067233984678
755281,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20221101T182521_N0400_R127_T11SPB_20221101T215257.SAFE,2022-11-01 18:34:02.39 UTC,3.47860491504673
755329,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20221109T174551_N0400_R098_T13TDE_20221109T210544.SAFE,2022-11-09 17:53:02.808 UTC,31.1530145401643
755406,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170711T174911_N0205_R141_T13TDE_20170711T180007.SAFE,2017-07-11 18:00:07.68 UTC,81.91
755897,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20150810T183306_N0204_R127_T11SPB_20150810T183334.SAFE,2015-08-10 18:33:34 UTC,1.89
756003,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20150820T182306_N0204_R127_T11SPB_20150820T183319.SAFE,2015-08-20 18:33:19 UTC,0.6578
756187,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20150830T183306_N0204_R127_T11SPB_20150830T183309.SAFE,2015-08-30 18:33:09 UTC,83.5778
757315,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160317T182242_N0201_R127_T11SPB_20160317T183021.SAFE,2016-03-17 18:30:21.647 UTC,0.7531
757406,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20160321T025602_N0201_R032_T50RKQ_20160321T030353.SAFE,2016-03-21 03:03:53.076 UTC,99.9879
757628,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160330T183252_N0201_R027_T11SPB_20160330T184250.SAFE,2016-03-30 18:42:50.959 UTC,40.3617
757871,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20170723T175259_N0205_R098_T13TDE_20170723T175254.SAFE,2017-07-23 17:52:54.46 UTC,62.0109
760002,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230224T182339_N0509_R127_T11SPB_20230224T202411.SAFE,2023-02-24 18:33:58.774 UTC,87.4960136164114
760780,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220329T173859_N0400_R098_T13TDE_20220329T205803.SAFE,2022-03-29 17:52:50.993 UTC,99.6420214321802
761412,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180228T174239_N0206_R098_T13TDE_20180228T211354.SAFE,2018-02-28 17:42:41.46 UTC,13.1162
761670,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20180105T030109_N0206_R032_T50RKQ_20180105T054527.SAFE,2018-01-05 03:03:30.16 UTC,98.166
762855,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180121T182649_N0206_R127_T11SPB_20180121T214045.SAFE,2018-01-21 18:26:47.46 UTC,1.9808
763056,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180124T183639_N0206_R027_T11SPB_20180125T145926.SAFE,2018-01-24 18:36:37.46 UTC,49.3956
764080,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180531T181919_N0206_R127_T11SPB_20180531T215607.SAFE,2018-05-31 18:22:50.32 UTC,45.3251
764421,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20170804T181919_N0205_R127_T11SPB_20170804T183348.SAFE,2017-08-04 18:33:48.94 UTC,47.6068
764541,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20170807T182919_N0205_R027_T11SPB_20170807T184319.SAFE,2017-08-07 18:43:19.68 UTC,5.5497
765396,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20170828T025539_N0205_R032_T50RKQ_20170828T030440.SAFE,2017-08-28 03:04:40.62 UTC,77.3674
765857,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180504T173911_N0206_R098_T13TDE_20180504T212111.SAFE,2018-05-04 17:44:48.19 UTC,0.1031
765975,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180506T181921_N0206_R127_T11SPB_20180509T041652.SAFE,2018-05-06 18:33:34.89 UTC,99.9148
766673,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180516T182031_N0206_R127_T11SPB_20180516T214758.SAFE,2018-05-16 18:27:09.31 UTC,1.8652
769035,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20151119T180252_N0204_R141_T13TDE_20151119T180248.SAFE,2015-11-19 18:02:48 UTC,78.4997
769974,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180409T173859_N0206_R098_T13TDE_20180409T210919.SAFE,2018-04-09 17:49:10.17 UTC,32.9448
770113,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180411T181919_N0206_R127_T11SPB_20180411T220513.SAFE,2018-04-11 18:27:03.86 UTC,49.8889
770174,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180412T174909_N0206_R141_T13TDE_20180412T212645.SAFE,2018-04-12 17:49:27.11 UTC,31.3418
771275,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20200310T025541_N0209_R032_T50RKQ_20200310T055948.SAFE,2020-03-10 03:10:28.308 UTC,65.1441
772744,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230415T181919_N0509_R127_T11SPB_20230415T201721.SAFE,2023-04-15 18:33:59.458 UTC,2.01946907939921
773396,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230426T174909_N0509_R141_T13TDE_20230426T210332.SAFE,2023-04-26 18:02:57.132 UTC,47.7391083639404
774708,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20231023T175409_N0509_R141_T13TDE_20231023T194531.SAFE,2023-10-23 18:02:56.731 UTC,2.25044044313058
777318,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20220509T025551_N0400_R032_T50RKQ_20220509T044702.SAFE,2022-05-09 03:10:36.307 UTC,78.2962465287109
780760,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20230324T173909_N0509_R098_T13TDE_20230324T212425.SAFE,2023-03-24 17:53:01.482 UTC,5.30237076703219
781229,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20231119T174629_N0509_R098_T13TDE_20231119T194021.SAFE,2023-11-19 17:52:56.438 UTC,79.2709435689157
782178,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180318T175041_N0206_R141_T13TDE_20180318T212822.SAFE,2018-03-18 17:56:49.45 UTC,69.6245
782617,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180317T182101_N0206_R127_T11SPB_20180317T215943.SAFE,2018-03-17 18:29:08.51 UTC,71.2098
783458,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230709T181921_N0509_R127_T11SPB_20230709T220610.SAFE,2023-07-09 18:34:02.127 UTC,0.209826158254028
783623,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230709T181921_N0509_R127_T11SPB_20230709T231619.SAFE,2023-07-09 18:34:08.644 UTC,0.783285797627536
783672,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230702T182921_N0509_R027_T11SPB_20230702T232432.SAFE,2023-07-02 18:43:59.169 UTC,1.17086244730141
783770,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180914T174941_N0206_R141_T13TDE_20180914T225003.SAFE,2018-09-14 18:01:55.06 UTC,9.091
784306,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180901T173901_N0206_R098_T13TDE_20180901T224136.SAFE,2018-09-01 17:52:11.56 UTC,33.0004
786600,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20191002T025551_N0208_R032_T50RKQ_20191002T063251.SAFE,2019-10-02 03:10:34.043 UTC,1.7151
787721,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180606T175211_N0206_R141_T13TDE_20180606T230936.SAFE,2018-06-06 18:01:53.31 UTC,66.7523
789274,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20211214T183749_N0301_R027_T11SPB_20211214T202138.SAFE,2021-12-14 18:43:48.294 UTC,94.5872
790330,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20211222T175739_N0301_R141_T13TDE_20211222T200157.SAFE,2021-12-22 18:02:50.365 UTC,7.6659
791903,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190216T175419_N0207_R141_T13TDE_20190216T212329.SAFE,2019-02-16 18:02:55 UTC,87.3631
791982,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190218T183419_N0207_R027_T11SPB_20190218T221149.SAFE,2019-02-18 18:43:53 UTC,40.6629
795973,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20181026T174419_N0206_R098_T13TDE_20181026T211339.SAFE,2018-10-26 17:44:20.46 UTC,1.1451
796048,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20170401T181921_N0204_R127_T11SPB_20170401T183059.SAFE,2017-04-01 18:30:59.98 UTC,11.7358
799412,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190610T181921_N0207_R127_T11SPB_20190624T121335.SAFE,2019-06-10 18:34:01 UTC,75.7783
800259,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180918T182009_N0206_R127_T11SPB_20180918T221717.SAFE,2018-09-18 18:26:31.28 UTC,27.0636
801620,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190824T181929_N0208_R127_T11SPB_20190824T215502.SAFE,2019-08-24 18:34:03.157 UTC,0.6511
803876,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20160917T025542_N0204_R032_T50RKQ_20160917T030353.SAFE,2016-09-17 03:03:53.73 UTC,78.9892
804224,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20221119T183649_N0400_R027_T11SPB_20221119T200506.SAFE,2022-11-19 18:43:54.11 UTC,0.0774280976020239
805726,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20220902T181931_N0400_R127_T11SPB_20220902T231824.SAFE,2022-09-02 18:34:10.411 UTC,8.86302965152737
806960,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200617T182921_N0209_R027_T11SPB_20200618T014640.SAFE,2020-06-17 18:44:00.396 UTC,1.6712
808609,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180906T173859_N0206_R098_T13TDE_20180907T113634.SAFE,2018-09-06 17:44:26.37 UTC,14.2644
810730,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230515T181919_N0509_R127_T11SPB_20230515T202008.SAFE,2023-05-15 18:34:02.425 UTC,1.51536325360566
814734,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20181121T030019_N0207_R032_T50RKQ_20181121T063817.SAFE,2018-11-21 03:10:29.08 UTC,98.388
815799,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170512T174911_N0205_R141_T13TDE_20170512T180046.SAFE,2017-05-12 18:00:46.76 UTC,1.3189
816468,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20170531T181921_N0205_R127_T11SPB_20170531T182939.SAFE,2017-05-31 18:29:39.39 UTC,89.896
819096,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190923T182059_N0208_R127_T11SPB_20190923T232432.SAFE,2019-09-23 18:33:58.036 UTC,13.6705
821164,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180608T173859_N0206_R098_T13TDE_20180608T211610.SAFE,2018-06-08 17:50:18.72 UTC,25.8665
821338,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180610T181919_N0206_R127_T11SPB_20180610T215104.SAFE,2018-06-10 18:27:00.25 UTC,36.9434
824516,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160716T174912_N0204_R141_T13TDE_20160716T180221.SAFE,2016-07-16 18:02:21.565 UTC,19.0422
829649,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180409T182931_N0206_R027_T11SPB_20180409T234312.SAFE,2018-04-09 18:43:22.46 UTC,1.6833
830090,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180416T181921_N0206_R127_T11SPB_20180416T220001.SAFE,2018-04-16 18:30:50.54 UTC,9.7187
831607,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190427T174919_N0207_R141_T13TDE_20190427T210934.SAFE,2019-04-27 18:03:02 UTC,32.1975
833164,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160618T182922_N0204_R027_T11SPB_20160618T183831.SAFE,2016-06-18 18:38:31.45 UTC,61.1327
833471,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160625T181922_N0204_R127_T11SPB_20160625T183400.SAFE,2016-06-25 18:34:00 UTC,1.4046
834206,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200208T183521_N0209_R027_T11SPB_20200208T202814.SAFE,2020-02-08 18:43:46.564 UTC,0.4657
835686,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20161123T175652_N0204_R141_T13TDE_20161123T180204.SAFE,2016-11-23 18:02:04.94 UTC,39.949
835783,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20161126T030042_N0204_R032_T50RKQ_20161126T030805.SAFE,2016-11-26 03:08:05.22 UTC,99.4035
836059,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20161130T174712_N0204_R098_T13TDE_20161130T174706.SAFE,2016-11-30 17:47:06.46 UTC,6.481
839724,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210902T181909_N0301_R127_T11SPB_20210902T213311.SAFE,2021-09-02 18:33:54.797 UTC,0.7847
840038,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210928T175131_N0301_R141_T13TDE_20210928T214450.SAFE,2021-09-28 18:02:59.559 UTC,40.2268
842715,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180213T183449_N0206_R027_T11SPB_20180213T214845.SAFE,2018-02-13 18:42:34.47 UTC,34.7496
842903,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180215T182431_N0206_R127_T11SPB_20180215T231813.SAFE,2018-02-15 18:33:42.84 UTC,30.0853
843295,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20180219T025751_N0206_R032_T50RKQ_20180219T054515.SAFE,2018-02-19 02:57:45.46 UTC,95.3585
845414,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20201016T025721_N0209_R032_T50RKQ_20201016T044708.SAFE,2020-10-16 03:10:37.919 UTC,99.7356
845774,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20201007T182239_N0209_R127_T11SPB_20201007T204417.SAFE,2020-10-07 18:33:53.524 UTC,92.1126
846672,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20170716T174909_N0205_R141_T13TDE_20170716T180250.SAFE,2017-07-16 18:02:50.03 UTC,0.8394
848198,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220423T182909_N0400_R027_T11SPB_20220423T204914.SAFE,2022-04-23 18:43:48.68 UTC,1.52275999914032
848456,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20171103T180239_N0206_R141_T13TDE_20171103T193742.SAFE,2017-11-03 18:02:37.46 UTC,4.4084
848903,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20171108T175541_N0206_R141_T13TDE_20171108T194052.SAFE,2017-11-08 18:02:18.31 UTC,31.1146
850312,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20171122T182649_N0206_R127_T11SPB_20180110T163846.SAFE,2017-11-22 18:33:16.1 UTC,0.6508
854588,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200401T174909_N0209_R141_T13TDE_20200401T212150.SAFE,2020-04-01 18:02:52.8 UTC,65.4205
854693,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20200413T173901_N0209_R098_T13TDE_20200413T225325.SAFE,2020-04-13 17:52:58.219 UTC,99.9621
856536,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20171004T175139_N0205_R141_T13TDE_20171004T175142.SAFE,2017-10-04 17:51:42.46 UTC,3.6348
857570,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20171026T183429_N0206_R027_T11SPB_20171030T134443.SAFE,2017-10-26 18:34:32.46 UTC,1.2042
857794,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20171029T180251_N0206_R141_T13TDE_20171029T193005.SAFE,2017-10-29 18:02:50.46 UTC,2.2081
858182,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230816T182919_N0509_R027_T11SPB_20230816T231958.SAFE,2023-08-16 18:43:59.853 UTC,6.51917220806662
860764,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20180326T025539_N0206_R032_T50RKQ_20180326T054713.SAFE,2018-03-26 02:59:23.14 UTC,78.3573
861352,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20211124T174651_N0301_R098_T13TDE_20211124T195248.SAFE,2021-11-24 17:52:59.153 UTC,54.7471
861855,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20211120T030021_N0301_R032_T50RKQ_20211120T050231.SAFE,2021-11-20 03:10:32.301 UTC,99.7163
862476,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20211130T030101_N0301_R032_T50RKQ_20211130T050208.SAFE,2021-11-30 03:10:31.974 UTC,74.8546
863729,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190327T182059_N0207_R127_T11SPB_20190327T233619.SAFE,2019-03-27 18:33:59 UTC,96.4946
864660,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20190321T025549_N0207_R032_T50RKQ_20190321T063219.SAFE,2019-03-21 03:10:31 UTC,17.985
866116,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20210718T025549_N0301_R032_T50RKQ_20210718T044933.SAFE,2021-07-18 03:10:34.764 UTC,58.2385
866302,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210727T182919_N0301_R027_T11SPB_20210727T214159.SAFE,2021-07-27 18:43:56.264 UTC,3.3712
867751,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190628T173911_N0207_R098_T13TDE_20190628T224619.SAFE,2019-06-28 17:53:03 UTC,2.3487
868060,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190615T181929_N0207_R127_T11SPB_20190615T214850.SAFE,2019-06-15 18:34:05 UTC,15.2202
868781,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190630T181931_N0207_R127_T11SPB_20190630T215802.SAFE,2019-06-30 18:34:03 UTC,58.2531
869606,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190618T182929_N0207_R027_T11SPB_20190618T220500.SAFE,2019-06-18 18:44:02 UTC,1.6146
870617,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20210519T025549_N0300_R032_T50RKQ_20210519T044438.SAFE,2021-05-19 03:10:33.744 UTC,99.0574
870642,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20210529T025549_N0300_R032_T50RKQ_20210529T050544.SAFE,2021-05-29 03:10:32.891 UTC,99.9692
872055,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210523T173909_N0300_R098_T13TDE_20210523T212353.SAFE,2021-05-23 17:52:59.259 UTC,27.579
872582,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20220109T030111_N0301_R032_T50RKQ_20220109T044926.SAFE,2022-01-09 03:10:33.595 UTC,99.9944
873689,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20220105T182741_N0301_R127_T11SPB_20220105T201821.SAFE,2022-01-05 18:33:59.95 UTC,63.9896
878989,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190516T181929_N0207_R127_T11SPB_20190516T214604.SAFE,2019-05-16 18:34:06 UTC,99.8972
879273,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190509T182929_N0207_R027_T11SPB_20190509T215713.SAFE,2019-05-09 18:44:02 UTC,82.69
880300,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20180813T025539_N0206_R032_T50RKQ_20180813T063724.SAFE,2018-08-13 03:08:19.7 UTC,12.4967
885376,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180817T182921_N0206_R027_T11SPB_20180817T233923.SAFE,2018-08-17 18:43:24.28 UTC,2.2731
887199,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20180719T025551_N0206_R032_T50RKQ_20180719T055504.SAFE,2018-07-19 02:59:50.79 UTC,18.9916
